Nome: MACEIO
Codigo Estacao: 82994
Latitude: -9.55138888
Longitude: -35.77083332
Altitude: 84.12
Situacao: Fechada
Data Inicial: 1970-01-01
Data Final: 2021-04-07
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1974-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1974-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1974-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1974-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1974-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1974-07-31;14;73.9;null;null;189.1;7.2;29;225.9;null;26.4;23.1;19.4;83.5;10;3.5;46.5;null;
1974-08-31;14;74.9;null;null;254.7;6.3;21;104.6;null;27;23.1;18.9;81;7;3.5;49.2;null;
1974-09-30;14;69;null;null;243.5;6.6;19;80.5;null;27.5;23.9;20.1;79.4;9;3.8;50.7;null;
1974-10-31;5;70.9;null;null;330.5;5.1;6;10.5;null;29.6;25.1;20;76.3;12;5.3;55.6;null;
1974-11-30;5;104.5;null;null;294;5.7;11;52.3;null;29.8;25.5;20.7;76.9;12;5;54.4;null;
1974-12-31;5;113.8;null;null;324.9;4.8;9;26.8;null;30.6;26.2;21.4;77;8;4.4;55.2;null;
1975-01-31;5;94.9;null;null;254.6;6.2;17;106.9;null;29.9;26;21.5;78.9;8;4.1;54.5;null;
1975-02-28;5;81.4;null;null;270.4;5.3;6;15.2;null;31;26.4;21.3;76;9;4.1;54.9;null;
1975-03-31;5;82.8;null;null;253.5;6.8;15;107;null;30.2;26.1;21.8;80.3;7;3.4;50.2;null;
1975-04-30;5;80.3;null;null;241.8;6.8;13;230.3;null;30.6;26.3;21.9;81.3;7;3.5;51;null;
1975-05-31;14;54.9;null;null;173.4;7.5;25;660.6;null;27.7;24.4;21;87.3;12;3.3;47.2;null;
1975-06-30;14;46.9;null;null;169.4;7;25;438.6;null;27.1;23.7;20.4;87.4;9;3.5;50.6;null;
1975-07-31;14;64.6;null;null;129.7;7.9;28;437.3;null;26.4;23.3;20.1;85.3;7;3.9;50.7;null;
1975-08-31;14;71.8;null;null;234.1;6.8;25;116.3;null;27;23.2;19.6;82.5;9;3.8;53.5;null;
1975-09-30;14;81.7;null;null;224.6;6.4;25;245.5;null;27.1;23.8;20.2;80.1;9;4.3;53.4;null;
1975-10-31;5;101.1;null;null;318.2;5.2;7;16.1;null;29.1;25.1;20.5;77.5;12;5.1;54.8;null;
1975-11-30;5;114;null;null;317.5;5.6;8;16.9;null;29.5;25.6;20.7;75.3;12;5.7;56;null;
1975-12-31;5;89.4;null;null;266.4;6.5;21;146.2;null;28.6;25;20.9;79.9;9;4.7;55;null;
1976-01-31;5;115.9;null;null;314.1;6;11;35.9;null;29.5;25.8;21.2;74.9;9;4.7;55.7;null;
1976-02-29;5;80.8;null;null;236;6.4;17;117.6;null;29.3;25.4;21.1;79.4;9;3.9;54.6;null;
1976-03-31;14;69.8;null;null;220;6.8;26;307;null;29;25.2;21.4;83;7;3.2;55.1;null;
1976-04-30;5;61.5;null;null;218.9;7;25;267.8;null;28.4;24.7;21.1;84.7;8;3.4;54.5;null;
1976-05-31;14;55.4;null;null;244.1;6.6;24;212.2;null;28.1;24.1;20.4;85.8;6;3.1;54.8;null;
1976-06-30;14;61.1;null;null;210.5;6.4;23;312.5;null;27.2;23.5;19.7;82.9;8;3.4;53.7;null;
1976-07-31;14;74.7;null;null;224.4;6.5;24;154.6;null;26.5;22.6;18.8;82.5;8;3.5;54.9;null;
1976-08-31;14;79.8;null;null;269.3;5.4;20;98.4;null;26.9;22.8;18.4;79.9;9;3.5;55.6;null;
1976-09-30;5;83.9;null;null;251.6;5.3;14;49.4;null;27.8;24.1;20.2;79.5;9;4.1;55.7;null;
1976-10-31;5;66.1;null;null;232.8;6.7;23;282.8;null;27.9;24.3;20.5;83.5;8;4;54.2;null;
1976-11-30;5;90.3;null;null;294.7;5.2;8;90.7;null;29.3;25.2;20.8;80.1;9;4.8;55.5;null;
1976-12-31;5;86.9;null;null;319.9;5.2;14;101.3;null;29.1;25.5;21.1;79.3;7;4;55.8;null;
1977-01-31;5;102.4;null;null;252.7;6.6;8;47.8;null;29.7;26;22.1;79;8;4.9;55.2;null;
1977-02-28;14;70.5;null;null;251.6;5.9;22;240.8;null;29.2;25.7;21.4;80;7;3.4;55.3;null;
1977-03-31;14;81.8;null;null;268.8;5.4;20;90.2;null;29.7;25.9;21.8;81.3;7;3.4;55.6;null;
1977-04-30;5;63.7;null;null;208.7;6.7;19;221;null;29.5;25.8;22.2;85.3;7;3.3;55.3;null;
1977-05-31;14;47.3;null;null;166.8;7.4;25;706.1;null;27.8;24.7;21.7;88.3;8;3.1;53.4;null;
1977-06-30;14;45.5;null;null;149.3;7.5;28;539.3;null;27.2;24.1;21.1;88.2;7;3.1;53.4;null;
1977-07-31;14;67.4;null;null;159.6;7.2;30;403.4;null;26.6;23.4;20.3;84.6;9;3.1;54.3;null;
1977-08-31;14;69.2;null;null;243.1;6;21;148.9;null;27.1;23.3;19.5;83.2;7;2.8;55.5;null;
1977-09-30;14;71.8;null;null;234.2;6;18;204.1;null;27.4;24;20.4;82.2;7;3.3;55.3;null;
1977-10-31;5;70.4;null;null;241.7;5.8;21;206.2;null;27.9;24.3;20.4;82.8;7;3.2;55.4;null;
1977-11-30;5;99.3;null;null;318.3;4.3;8;8.9;null;29.6;25.6;21.1;77.2;5;3.3;56;null;
1977-12-31;5;94.2;null;null;247.7;5.5;11;72.1;null;29.9;26;21.6;79.8;7;3.3;56;null;
1978-01-31;14;115.6;null;null;276.8;5.2;5;6.1;null;30.4;26.3;21.3;75.3;9;2.9;56;null;
1978-02-28;5;77.1;null;null;149.1;6.6;14;214.9;null;29.8;25.9;22.1;81.4;7;3.3;55.8;null;
1978-03-31;5;67;null;null;161.8;6.9;16;176;null;29;25.3;21.3;83.8;5;2.4;55.5;null;
1978-04-30;14;65.1;null;null;185;5.8;19;297.6;null;29.2;25.5;21.6;83.4;7;2.5;55.1;null;
1978-05-31;14;53.5;null;null;189.9;6.1;22;456.3;null;28.6;24.8;21.2;86.9;5;2.2;55.1;null;
1978-06-30;14;70.9;null;null;162.3;6.4;24;304.8;null;27.3;24.2;21;82.7;9;3.2;54.5;null;
1978-07-31;14;55.7;null;null;152.9;7;26;365.4;null;26.9;23.7;20.5;86.6;5;2.3;55.8;null;
1978-08-31;14;79.9;null;null;194.3;5.8;20;217;null;26.7;23.3;20.1;81.7;7;2.9;55.4;null;
1978-09-30;14;74.1;null;null;155.5;6.7;21;308.6;null;26.8;23.6;20.2;82.6;12;3.4;56;null;
1978-10-31;14;87.4;null;null;243.7;5;14;31.7;null;28.3;24.8;20.8;78.4;9;3.8;56;null;
1978-11-30;14;97.9;null;null;270.4;4.8;9;22.1;null;29;25.2;20.6;75.9;7;3.6;56;null;
1978-12-31;5;85.4;null;null;220.4;5.8;9;95.4;1006.8;29.2;25.4;21.1;79;12;3.5;55.7;null;
1979-01-31;5;87.2;null;null;240.1;5.5;13;52.4;1006;30.1;26.2;21.8;79;9;3.3;82.4;null;
1979-02-28;14;null;null;null;184.1;5.8;18;135.7;1006.4;29.9;26.2;22;80;7;3.3;83.2;null;
1979-03-31;14;74.1;null;null;213.4;5.4;20;509;1006.4;29.7;26.2;21.7;81.4;7;2.6;82.8;null;
1979-04-30;14;66.7;null;null;212.9;5.6;20;616.1;1006.9;29.4;26;22.1;82.6;7;3.1;83.3;null;
1979-05-31;14;45.8;null;null;142.5;6.6;26;336.5;1008;27.9;24.7;21.4;87.5;7;2.3;82.2;null;
1979-06-30;14;79.7;null;null;163.9;5.8;24;285.6;1010.8;27.3;24.4;21.2;82.4;9;3.1;82.5;null;
1979-07-31;14;57.4;null;null;140.1;6.4;26;243.8;1012.2;26.1;23;19.8;86.9;4.8;2.1;81;null;
1979-08-31;14;72.9;null;null;201.6;5.9;19;74.3;1009.9;27;23.5;19.5;82.7;4.6;2.1;82.3;null;
1979-09-30;14;73.4;null;null;186.7;5.8;17;126.2;1010.1;27.4;24.3;21.1;83.8;6.8;2.8;81.9;null;
1979-10-31;14;92.6;null;null;267.6;4.4;14;35.2;1008.8;28.9;25.2;21.1;80.5;6.3;2.9;82.8;null;
1979-11-30;5;91;null;null;269.4;4.3;9;31.2;1006.6;29.9;25.7;21.4;80.9;6.6;3;84;null;
1979-12-31;5;107.4;null;null;288.3;4.2;4;2.2;1007.2;30.8;26.5;21.5;78.1;5.6;3;84;null;
1980-01-31;5;97.2;null;null;219.5;5.8;15;40;1005.2;30.6;26.8;22.6;79.6;8;3.2;73.7;null;
1980-02-29;5;null;null;null;109.9;7.5;20;297.5;1004.5;29.5;25.5;22.1;86.6;5;2.1;67.6;null;
1980-03-31;14;73.4;null;null;182.9;6.4;22;241.3;1005.6;28.7;25.3;21.7;85.5;5;2.2;77.6;null;
1980-04-30;14;74.8;null;null;171.8;6.1;23;89.6;1005.1;null;null;21.8;84.3;5.5;2.3;81.2;null;
1980-05-31;14;69.8;null;null;198.4;5.6;27;136.4;1006.8;null;null;21.4;86.7;5.1;1.9;80.3;null;
1980-06-30;null;null;null;null;null;null;27;357.8;1005.2;27.5;23.6;20.3;86.9;4.8;null;null;null;
1980-07-31;14;89.8;null;null;211.8;5.3;22;151.1;1004.3;27.1;23;19;83.3;6.6;2.5;77.4;null;
1980-08-31;14;106.9;null;null;202.8;5.6;22;108.8;1004.6;27.4;22.9;18.7;82;6.6;2.9;73.3;null;
1980-09-30;14;127.8;null;null;211;5.6;16;119.5;1002.8;28.6;23.9;19.9;81.7;9.3;3.6;74.5;null;
1980-10-31;14;140;null;null;209.8;5.7;20;199.3;1002.6;28.5;24.3;20.4;80.5;8.3;4;76.5;null;
1980-11-30;5;145.9;null;null;230.7;5.2;14;80.3;1000.2;29.8;25.1;21;79.6;8.3;4.3;79.6;null;
1980-12-31;9;173.3;null;null;264.8;5.3;10;44.2;999.5;30.3;25.4;21.4;79.9;10.3;4.4;81.5;null;
1981-01-31;14;null;null;null;202.7;6.8;21;110.1;null;29.3;null;21.4;null;null;null;8.7;null;
1981-02-28;14;null;null;null;224.4;6.1;18;66.3;null;29.8;null;21.3;null;null;null;8.8;null;
1981-03-31;5;null;null;null;160.6;6.8;14;158.2;null;30.2;null;21.7;null;null;null;8.5;null;
1981-04-30;14;null;null;null;201.8;5.8;23;112.9;null;29.4;null;21.4;null;null;null;8.7;null;
1981-05-31;14;null;null;null;162.7;6.6;25;169;null;28;null;20.2;null;null;null;8.7;null;
1981-06-30;18;null;null;null;180.8;6.1;26;254.5;null;27.4;null;19.9;null;null;null;8.6;null;
1981-07-31;14;null;null;null;190.1;6.1;26;161.2;null;26.6;null;18.9;null;null;null;8.7;null;
1981-08-31;14;null;null;null;170.5;6;21;127.7;null;26.6;null;18.7;null;null;null;8.7;null;
1981-09-30;14;null;null;null;189.3;5.7;18;49.5;null;27.4;null;19.6;null;null;null;8.8;null;
1981-10-31;14;null;null;null;279.1;4.4;7;3.3;null;29.6;null;20.6;null;null;null;9;null;
1981-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1981-12-31;14;null;null;null;206.7;6.4;19;187.1;null;29.2;null;22;null;null;null;8.8;null;
1982-01-31;14;null;null;null;243.6;5.4;12;53.7;null;29.8;null;21.6;null;null;null;8.9;null;
1982-02-28;14;null;null;null;161.6;6.6;18;187.8;null;29.4;null;21.6;null;null;null;8.8;null;
1982-03-31;9;null;null;null;276.1;6;6;83.7;null;30.8;null;21.3;null;null;null;8.8;null;
1982-04-30;14;null;null;null;140.2;7.4;16;744.6;null;29.4;null;21;null;null;null;8.4;null;
1982-05-31;14;null;null;null;137.4;7.4;25;399.7;null;28.2;null;20.6;null;null;null;8.7;null;
1982-06-30;14;null;null;null;172.1;7.5;23;225.7;null;27.7;null;null;null;null;null;8.9;null;
1982-07-31;14;null;null;null;170.2;7.1;26;169.9;null;27.5;null;null;null;null;null;8.5;null;
1982-08-31;14;null;null;null;174.4;6.8;26;227.1;null;27.3;null;null;null;null;null;8.8;null;
1982-09-30;14;null;null;null;158.2;7.2;19;159.9;null;27.7;null;null;null;null;null;8.6;null;
1982-10-31;14;null;null;null;254.5;5.9;8;18.5;null;29.2;null;null;null;null;null;9;null;
1982-11-30;14;null;null;null;293.9;5.9;5;4.6;null;30.1;null;21.2;null;null;null;9;null;
1982-12-31;14;null;null;null;269.9;5.8;12;26.6;null;30.3;null;null;null;null;null;8.9;null;
1983-01-31;9;null;null;null;269.9;5.8;10;22.3;null;31.2;null;null;null;null;null;8.9;null;
1983-02-28;9;null;null;null;184.2;6.8;17;106.9;null;30.3;null;null;null;null;null;8.7;null;
1983-03-31;9;null;null;null;184.6;7;21;290.2;null;30.2;null;null;null;null;null;8.5;null;
1983-04-30;14;null;null;null;221.4;6.6;17;73.7;null;30.3;null;21.6;null;null;null;8.8;null;
1983-05-31;14;null;null;null;218.5;6.4;22;208;null;29.3;null;21.6;null;null;null;8.6;null;
1983-06-30;14;null;null;null;191.2;6.5;25;238.4;null;28.2;null;20.7;null;null;null;8.6;null;
1983-07-31;14;null;null;null;202.2;6.6;20;179.2;null;27.7;null;19.8;null;null;null;8.4;null;
1983-08-31;14;null;null;null;198.8;6.7;22;121.1;null;27.4;null;19.9;null;null;null;8.4;null;
1983-09-30;14;null;null;null;231.8;5.6;14;35.5;null;28.8;null;20.4;null;null;null;8.8;null;
1983-10-31;9;null;null;null;223.4;6.3;20;103.3;null;28.8;null;20.8;null;null;null;8.6;null;
1983-11-30;9;null;null;null;281.4;4.9;7;22.4;null;30.5;null;21.2;null;null;null;8.9;null;
1983-12-31;14;null;null;null;291.5;6;3;1.3;null;30.9;null;21.8;null;null;null;8.9;null;
1984-01-31;14;null;null;null;275.2;5.1;12;58.7;null;30.6;null;21.8;null;null;null;8.8;null;
1984-02-29;14;null;null;null;280.8;5.7;6;27;null;31.7;null;22.7;null;null;null;8.7;null;
1984-03-31;14;null;null;null;252.7;5.6;11;88.7;null;31.7;null;23.1;null;null;null;8.7;null;
1984-04-30;14;null;null;null;171.7;6.7;22;292.6;null;30.2;null;22.7;null;null;null;8.2;null;
1984-05-31;14;null;null;null;167.9;6.4;28;407.1;null;null;null;21.8;null;null;null;8.2;null;
1984-06-30;14;null;null;null;180.9;6.1;26;274;null;null;null;20.6;null;null;null;8.4;null;
1984-07-31;14;null;null;null;157.8;6.6;28;423.4;null;null;null;20.2;null;null;null;8.2;null;
1984-08-31;14;null;null;null;166.7;6.8;25;245;null;null;null;20.3;null;null;null;8.3;null;
1984-09-30;14;null;null;null;219.5;6.3;14;164.5;null;null;null;20.3;null;null;null;8.6;null;
1984-10-31;14;null;null;null;null;6;16;57.6;null;null;null;21.3;null;null;null;8.8;null;
1984-11-30;9;null;null;null;285;6.2;10;23.4;null;null;null;21.4;null;null;null;8.8;null;
1984-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-01-31;9;null;null;null;266.1;5.4;6;30.9;null;null;null;22.3;null;null;null;8.9;null;
1985-02-28;9;null;null;null;216.3;6.2;15;335.6;null;null;null;22.7;null;null;null;8.4;null;
1985-03-31;9;null;null;null;216.9;5.8;15;161.9;null;null;null;22.8;null;null;null;8.6;null;
1985-04-30;18;null;null;null;131.7;6.9;25;384.2;null;null;null;22.6;null;null;null;8.2;null;
1985-05-31;14;null;null;null;221.9;6.8;26;71.6;null;null;null;21.9;null;null;null;8.6;null;
1985-06-30;14;null;null;null;148.3;6.9;25;345.6;null;null;null;21.2;null;null;null;8.2;null;
1985-07-31;14;null;null;null;153.5;7.8;29;475.7;null;null;null;20.3;null;null;null;8.2;null;
1985-08-31;14;null;null;null;208.2;6.7;23;332.7;null;null;null;20.1;null;null;null;8.4;null;
1985-09-30;14;null;null;null;199.9;6.5;21;121.1;null;null;null;20.2;null;null;null;8.5;null;
1985-10-31;9;null;null;null;277.2;5.9;4;1.3;null;null;null;20.7;null;null;null;8.9;null;
1985-11-30;9;null;null;null;311.4;5.5;10;38.1;null;null;null;21.4;null;null;null;8.9;null;
1985-12-31;9;null;null;null;223.6;6.9;10;26.5;null;null;null;21.9;null;null;null;8.4;null;
1986-01-31;9;160.9;null;null;256.1;6.4;14;60.3;1002;null;null;22.1;73.8;8;3.5;78.1;null;
1986-02-28;9;137;null;null;241.3;6.2;12;27.4;1001;null;null;22.6;73.1;7;3.2;80.1;null;
1986-03-31;9;97.6;null;null;162.5;7.4;27;269.5;1001.6;null;null;22.6;80.2;5.8;2.1;73.1;null;
1986-04-30;9;84.2;null;null;155.8;7.3;18;403.5;1001.3;null;null;22.4;81.5;5;2;75.7;null;
1986-05-31;14;73.4;null;null;158.3;7.4;25;485.7;1002.5;null;null;22.2;84.3;6.3;2.1;74.1;null;
1986-06-30;14;null;null;null;148.2;7;24;274.3;null;null;null;21.2;null;null;null;8.2;null;
1986-07-31;14;82.9;null;null;159.2;7.3;23;335.6;1006.5;27;23.1;20.1;84;6.3;2.6;71.3;null;
1986-08-31;14;99.7;null;null;201.3;6.7;20;216.3;1005;27.7;23.6;19.8;81.7;6.3;2.8;77.3;null;
1986-09-30;14;null;null;null;152.3;7.5;26;275;null;27.9;null;19.8;null;null;null;8.2;null;
1986-10-31;9;93.9;null;null;207.1;6.1;15;69;1004.1;null;null;20.6;76;7.3;3.2;79.1;null;
1986-11-30;9;null;null;null;220.3;6.8;20;272.6;null;null;null;20.5;null;null;null;8.5;null;
1986-12-31;9;91;null;null;211.9;6.4;17;88.5;1002.9;null;null;21;78.5;7;3.3;77.6;null;
1987-01-31;9;115.3;null;null;254.8;6.1;12;134.2;1002.6;null;null;21.2;76.3;7.3;3.3;79.2;null;
1987-02-28;9;85.2;null;null;203.2;6.4;19;102.5;1002.5;null;null;22;77;6.6;3.2;80.5;null;
1987-03-31;9;99.6;null;null;156.2;6.7;19;168.6;1001.1;null;null;22.7;78.2;6.6;2.9;77.4;null;
1987-04-30;9;80.6;null;null;170.9;6.7;25;344.3;1002.1;null;null;22;79.7;6;2.5;73.5;null;
1987-05-31;9;78.6;null;null;203.7;6;12;56.4;1001.2;30.6;25.9;22.2;75;6.1;2.5;81.5;null;
1987-06-30;14;54.9;null;null;149.6;7.5;26;371.2;1003.9;28.6;24.7;21.4;82;4.6;2.1;71;null;
1987-07-31;14;78.1;null;null;175.4;6.7;28;257.5;1003.7;27.6;24;20.9;81.1;6.6;2.3;70.7;null;
1987-08-31;9;83.2;null;null;195.4;5.7;20;228;1004.4;28.3;24.1;20.6;81;6.6;2.6;76.6;null;
1987-09-30;9;97.1;null;null;233.1;5.3;16;34.6;1004.1;29.3;24.7;20.9;76.2;8.5;3.2;81.3;null;
1987-10-31;9;105.5;null;null;242.6;6.1;8;24;1003.1;30.5;25.3;20.8;74.5;7;3.5;80.8;null;
1987-11-30;9;139.9;null;null;288.3;5.3;2;.2;1001.9;32;26.3;21.7;71.5;8.3;4.4;83.5;null;
1987-12-31;9;null;null;null;280.6;5.8;4;9.5;null;31.9;null;22.5;null;null;null;8.9;null;
1988-01-31;9;139.4;null;null;298.9;6.3;12;36.7;1002.1;32.2;26.7;22.1;71.4;6.6;3.7;81.6;null;
1988-02-29;9;147;null;null;254;6.6;9;59.8;1001.6;32;26.6;22.1;71.9;6.6;3.5;80.9;null;
1988-03-31;9;120.8;null;null;223.7;6.1;13;79.9;1000.9;32;27.2;23.2;75.6;6.6;2.8;79;null;
1988-04-30;9;78.4;null;null;null;7.3;25;246.5;1001.2;30;25.9;22.9;82.6;5.3;2;75.1;null;
1988-05-31;9;80.1;null;null;236;6.2;15;238.7;1002.6;29.7;25.6;22;78.8;5;1.8;78.6;null;
1988-06-30;9;62.9;null;null;191.1;7;20;323.9;1004;28.4;24.5;21;82.3;5;2.2;76.2;null;
1988-07-31;14;null;null;null;129.9;8.1;27;675.6;null;26.6;null;19.9;null;null;null;7.9;null;
1988-08-31;14;99.6;null;null;166;7.3;28;178.7;1005.2;26.8;22.9;19.7;82;5.6;2.7;73.2;null;
1988-09-30;14;110.5;null;null;187.6;6.5;18;101.9;1005.6;27.7;23.7;19.9;77.2;6.1;2.9;77.5;null;
1988-10-31;9;null;null;null;221.9;6.2;16;80.7;null;29.2;null;20.3;null;null;null;8.8;null;
1988-11-30;9;97.2;null;null;256.4;6.2;17;88.5;1002.4;30;25.2;21.2;75.4;6.6;3.4;80.1;null;
1988-12-31;9;94.4;null;null;244;5.9;11;73;1001.4;30.3;25.8;22.1;77.5;8.3;2.9;79.7;null;
1989-01-31;9;98;null;null;null;5.7;16;99.2;1002.1;30.5;25.7;22.1;78.1;6.5;2.9;75.8;null;
1989-02-28;9;121.3;null;null;267.2;5;3;15;1001.8;32.7;26.7;22.5;71.5;7;3.2;82.6;null;
1989-03-31;9;146.5;null;null;244.2;6;15;139.7;1000.4;31.7;26.7;22.6;73.4;6.3;2.9;79.6;null;
1989-04-30;14;null;null;null;139.8;7.7;26;415.1;null;29.1;null;22.3;null;null;null;8.1;null;
1989-05-31;9;null;null;null;157.8;7.3;26;630.8;null;28.5;null;22;null;null;null;8.2;null;
1989-06-30;14;null;null;null;161;7;25;356;null;28;null;21.6;null;null;null;8.3;null;
1989-07-31;18;null;null;null;126.8;7.5;24;799.9;null;26.8;null;20.5;null;null;null;7.8;null;
