Nome: NATAL
Codigo Estacao: 82598
Latitude: -5.83722221
Longitude: -35.20777777
Altitude: 47.68
Situacao: Operante
Data Inicial: 1970-01-01
Data Final: 2024-11-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1981-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1981-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-01-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-07-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-08-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-09-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-10-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1982-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-01-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-07-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1983-08-31;null;174.3;null;null;232.5;null;15;113;null;null;28.1;null;21.4;null;7.1;null;null;
1983-09-30;null;null;null;null;264.7;null;6;15.8;null;null;29.4;null;23.7;null;null;null;null;
1983-10-31;9;288.5;null;null;278;5;8;23.9;null;null;30.9;26.9;24.2;84.9;10;6;68.6;
1983-11-30;9;243.9;null;null;302.2;4.8;2;3.1;null;null;29.5;26.8;24.8;84.8;7.6;5.2;70;
1983-12-31;14;257.5;null;null;303.4;5.5;4;8.8;null;null;30.1;27.3;25.2;79.5;7.8;5.5;69.8;
1984-01-31;14;245.6;null;null;294;5.2;8;54.8;null;null;30.2;27.2;24.5;80.5;7.5;4.9;69.6;
1984-02-29;14;231.1;null;null;261.7;4.9;7;55;null;null;30.6;27.6;24.5;79.1;8;5.5;null;
1984-03-31;9;160.7;null;null;223;6.5;22;232.8;null;null;30.6;27.2;24.2;90.2;6.6;3.4;null;
1984-04-30;null;92.4;null;null;159.9;null;22;444.7;null;null;29.6;26.5;22.9;85.5;6.6;null;null;
1984-05-31;14;104.1;null;null;151.7;6.5;25;538.6;null;null;29.1;25.8;22.2;87.1;8.3;3.8;65.2;
1984-06-30;14;132.8;null;null;214.5;5.5;21;249;null;null;28.7;25;21.5;79.8;8.3;4.7;null;
1984-07-31;18;134.7;null;null;200.8;6.5;26;140.1;null;null;27.9;24.3;20.9;82.5;9.6;4.9;null;
1984-08-31;null;180.4;null;null;245.6;null;15;162.2;null;null;28.3;null;21.1;null;6.6;null;null;
1984-09-30;14;202.4;null;null;274.5;5.2;14;69.1;null;null;29;25.7;22.3;74.8;10.7;4.5;null;
1984-10-31;14;239.4;null;null;270.9;5.8;16;48.9;null;null;29.6;26.6;24;73.8;10.7;5.2;null;
1984-11-30;14;267.7;null;null;290.9;5.5;6;14.7;null;null;30.2;27.1;24.5;70.6;10.7;5.1;70;
1984-12-31;9;256.1;null;null;305.3;5.2;7;19;null;null;30.4;27.4;24.9;70.6;7.9;4.2;70;
1985-01-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-07-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-08-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-09-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-10-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1985-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1986-01-31;14;218.5;null;null;259.5;5.8;9;52.5;null;1006.7;30.2;27.3;24.1;73.2;8;4.7;69.8;
1986-02-28;14;135.6;null;null;200.5;6.5;17;259;null;1006.3;29.7;26.5;23;78.3;7;3.3;69.1;
1986-03-31;14;102;null;null;179.1;6.8;26;292.1;null;1006.4;29.1;26.2;22.7;82.5;6;2.4;69.4;
1986-04-30;14;102;null;null;155.2;6.9;24;642.4;null;1006;29.2;26.3;22.7;82.5;6.6;3.2;67.8;
1986-05-31;14;120.2;null;null;195.4;6.2;20;354.2;null;1007;29.5;26.2;22.5;81.1;7;3.3;69.3;
1986-06-30;18;113.6;null;null;162;6.6;20;317.1;null;1008.8;28.1;24.7;21.5;83.7;8.1;4;69;
1986-07-31;14;124.5;null;null;213.7;5;17;112.3;null;1010.9;28.3;24.8;21.1;79.3;6.6;3.8;69.3;
1986-08-31;14;145.6;null;null;237.4;5.6;18;194.4;null;1009.4;28.4;25;21.7;78.7;8.3;4.2;69;
1986-09-30;14;175.3;null;null;220.1;5.6;14;82.3;null;1010;28.8;25.4;21.7;76.9;10;5;69.8;
1986-10-31;9;213.8;null;null;289.7;4.8;12;54.8;null;1008.7;29.5;26.5;23.5;73.8;6.6;4;69.8;
1986-11-30;14;201.9;null;null;234.9;6;16;128;null;1007.2;29.4;26.6;23.9;79.9;7.1;4.5;69.8;
1986-12-31;14;184.9;null;null;253.5;5.9;17;41.2;null;1007.5;30;27.1;24.3;76.9;7;4.2;70;
1987-01-31;14;175.1;null;null;225.2;5.9;11;26.4;null;1007.3;30.6;27.4;24.5;76.4;6.6;4.3;70;
1987-02-28;14;176.9;null;null;226.6;5.9;13;80.9;null;1007.6;30.9;27.4;23.7;75.3;8.3;4.4;70;
1987-03-31;14;145.7;null;null;null;6.6;19;251.9;null;1006;30.4;27.3;24.1;80.5;6.6;3.1;69.7;
1987-04-30;14;135.6;null;null;null;6.2;24;281.4;null;1006.7;30.2;27.2;23.7;80.6;7;3.7;69.8;
1987-05-31;14;169.3;null;null;274.6;4.8;14;90.7;null;1007.2;30.4;27.1;23;77.3;8.3;3.8;70;
1987-06-30;14;122.4;null;null;221.6;5.9;23;347.5;null;1009.4;29.2;26;22.2;80.8;7.3;3.4;69.7;
1987-07-31;14;126.7;null;null;200.6;5.7;20;288.9;null;1008.7;28.8;25.2;21.7;81.9;9.1;3.6;68.7;
1987-08-31;14;201.4;null;null;265;4.9;13;38.9;null;1009.4;29.4;26;22.2;75.3;8.3;4.1;69.5;
1987-09-30;14;222.5;null;null;269.1;5.5;13;50.8;null;1009.6;29.6;26;21.8;74;8.6;4.2;70;
1987-10-31;14;242.9;null;null;293.9;5;7;20.7;null;1007.9;29.8;26.9;24.5;75;8;4.3;70;
1987-11-30;9;236.6;null;null;298.3;4.9;5;15.5;null;1007.5;30.4;27.4;25.3;76.7;6.6;3.9;70;
1987-12-31;9;251.4;null;null;null;4.8;3;2.6;null;1007.8;null;null;null;null;6.6;4.3;70;
1988-01-31;14;229.7;null;null;286.1;5.6;5;12.9;null;1007;30.5;27.9;25.3;72.5;7.1;4;69.8;
1988-02-29;14;215.8;null;null;217.5;6.1;10;127.8;null;1005.5;30.5;27.8;25;74.1;8;4.2;70;
1988-03-31;9;131;null;null;223;6.5;16;323.5;null;1006.6;30.5;27.5;24.2;78.1;6.6;3.1;69.8;
1988-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1988-05-31;14;117.6;null;null;195.6;6.3;19;375.4;null;1007.2;29.6;26.5;23;81.8;6.6;3.3;69.2;
1988-06-30;14;115.7;null;null;197.1;6.1;22;400.4;null;1008.7;28.5;25.4;22.2;81.7;7.5;3.5;68.8;
1988-07-31;14;143.9;null;null;166.2;7.3;20;342.3;null;1010.1;27.8;24.4;21.3;83.2;8.3;3.7;69.8;
1988-08-31;14;166.4;null;null;248.9;6.4;13;128.4;null;1009.4;28.2;24.4;20.4;77.8;9;4.6;69.4;
1988-09-30;14;197.3;null;null;253.2;5.7;13;75.3;null;1009.5;28.8;25.1;20.4;73.6;8.5;4.7;67.7;
1988-10-31;9;234.6;null;null;294.5;5.4;6;3.5;null;1007.9;30.1;26.7;22.8;72.1;8;4.4;70;
1988-11-30;14;236.6;null;null;275.3;5.8;9;19.6;null;1008.1;30;26.8;23.8;75;6.6;4.5;70;
1988-12-31;9;196.7;null;null;248.4;6;9;75.6;null;1007;29.9;26.8;23.7;75.4;6.3;3.8;69.8;
1989-01-31;9;209.8;null;null;280.7;5.6;7;28.1;null;1007.3;29.8;27.1;24.3;73.9;6.6;3.9;67.8;
1989-02-28;9;200.3;null;null;240.6;6;8;35;null;1007.2;30.5;27.6;25;75;5.8;3.7;68.7;
1989-03-31;9;177.8;null;null;231.6;6;13;76.9;null;1006.2;30.6;27.5;24.2;74.3;6;3.4;68.2;
1989-04-30;14;92.1;null;null;158;7.5;24;348.1;null;1006.3;29.5;26.2;23.1;86.3;5;2.6;68.5;
1989-05-31;14;101.6;null;null;169.5;6.8;17;138;null;1008.2;29;26.2;22.9;82.2;5.6;3;69.5;
1989-06-30;null;null;null;null;null;null;5;77.9;null;null;null;null;null;null;null;null;null;
1989-07-31;null;null;null;null;null;null;11;111.4;null;1010.5;27.9;24.5;21;82.6;7.1;null;null;
1989-08-31;14;155.3;null;null;237.3;6;21;122.1;null;1009.8;28;24.8;21.5;80.8;7;4.2;69.7;
1989-09-30;14;186.3;null;null;280.1;4.9;10;50.5;null;1008.5;29.4;26.3;23.1;74.8;7;4.1;70;
1989-10-31;14;217.4;null;null;286;5.1;11;27.4;null;1008.7;29.6;26.7;23.8;74.6;6.6;4.5;70;
1989-11-30;14;182;null;null;260.5;5.6;11;24;null;1007.1;29.9;27;24.4;76.5;7.5;4;69.8;
1989-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1990-01-31;14;220.6;null;null;297.1;5.6;8;43.2;null;1007.5;30;27.1;24.5;73.8;7.5;4.6;58.5;
1990-02-28;14;null;null;null;180.6;5.7;5;17.9;null;1007.2;30.2;27.3;24;75.8;7.5;4.1;70;
1990-03-31;14;280.9;null;null;266.2;5.8;9;47.1;null;null;30.5;27.7;24.7;75.7;8.3;5.3;68.9;
1990-04-30;14;232;null;null;241.2;6;15;141.2;null;1006.7;30.4;27.5;24.5;78.4;8.3;4.7;69.8;
1990-05-31;14;175.6;null;null;227.5;5.6;18;192.1;null;1008.1;29.4;26.4;23.1;82.3;7;4.1;69.8;
1990-06-30;14;143.3;null;null;232.8;5.9;19;280.7;null;1009.6;28.4;25.4;22.2;82.9;8.6;4.7;69.7;
1990-07-31;14;154.5;null;null;244.4;6;23;167.3;null;1009.6;28.2;25.1;21.7;80.9;7;4.2;69.7;
1990-08-31;14;166.1;null;null;216.3;6.6;21;194.4;null;1011.1;27.6;24.6;21.6;82;7;4.7;69.5;
1990-09-30;14;227.7;null;null;275.9;5.7;6;62.1;null;1009.5;28.6;25.8;22.4;74;10;5.1;69.8;
1990-10-31;14;263.4;null;null;291.4;6.1;9;22.7;null;1008.3;29.2;26.4;24;74.1;9.3;5.5;70;
1990-11-30;14;241.1;null;null;262.7;6.4;12;56.5;null;1006.9;29.7;26.8;24.3;74.5;8.3;5;70;
1990-12-31;14;null;null;null;238.2;6.2;2;1.2;null;1006.7;30.2;27;23.7;74.1;7;5;70;
1991-01-31;9;247.1;null;null;271.9;6.6;7;27.1;null;1006.6;30.4;27.6;25.3;74.6;6.6;4.7;70;
1991-02-28;9;219.3;null;null;219;6.2;5;16.4;null;1006.9;30.6;27.7;25.1;75.5;6.6;4.7;70;
1991-03-31;9;199.5;null;null;218.4;6.9;16;106.1;null;1006;30.4;27.4;24.7;79.5;8.3;4.3;69.8;
1991-04-30;14;159.3;null;null;221.9;6.2;19;304.3;null;1006.3;29.9;26.9;24.2;81;6.6;4;69.3;
1991-05-31;14;123.9;null;null;176.1;6.9;23;304.9;null;1006.7;29;25.9;23.6;84.5;6.6;4.2;67.9;
1991-06-30;14;141.7;null;null;201.4;6.5;21;311.7;null;1008.5;28.7;25.3;22.6;82.9;8.3;4.6;68;
1991-07-31;14;170.6;null;null;212.2;6.2;19;144.7;null;1009.8;28;24.4;21.6;79.5;8.3;5.1;69.2;
